date,quarter,status,infl_yoy,gdp_qoq,buffett_z,portfolio_ret,port_ret_actual,port_ret_target,sharpe_actual,sharpe_target
2020-09-30,2020-Q3,actual,1.3910228912373812,4.599861466383803,0.18320673049792102,0.1272672475065155,0.38541962256586504,0.1272672475065155,0.22109810531993934,0.3914718558306665
2020-12-31,2020-Q4,actual,1.3204191315779434,2.411582269108603,0.907268896506553,0.1706475102874024,0.35900847350576726,0.1706475102874024,0.39109101951786474,0.4564611967348169
2021-03-31,2021-Q1,actual,2.623645747764214,-0.011201184474352033,1.1066112090580822,0.11816854255653407,0.2544359101653233,0.11816854255653407,0.49176753274804885,0.4843962218662129
2021-06-30,2021-Q2,actual,5.317418943207719,1.482184557131938,1.4292944500500449,0.1264884102960334,0.08186731860525098,0.1264884102960334,0.5029777883550861,0.5203322736148411
2021-09-30,2021-Q3,actual,5.363523425270289,-0.6551040007707121,1.2255349434600922,-0.028003485765182197,-0.06835901007012402,-0.028003485765182197,0.45813676779673984,0.4401002661118908
2021-12-31,2021-Q4,actual,7.159457345112474,2.221616134066684,1.522188229148066,0.05859765154360818,-0.02245099205152057,0.05859765154360818,0.5523062949552691,0.7303564847562444
2022-03-31,2022-Q1,actual,8.540780148538584,1.4609446335187126,0.9833339855335793,-0.011729750509785081,-0.026326933243634332,-0.011729750509785081,0.5049047400842012,0.6125381818970227
2022-06-30,2022-Q2,actual,8.999298141923106,0.14531542797926456,-0.30886847516398114,-0.2622904025730507,-0.23539726688189233,-0.2622904025730507,0.35044144741156324,0.33575057398762664
2022-09-30,2022-Q3,actual,8.205751582451759,0.6907055272002971,-0.6440807691816424,-0.029021119015269117,0.0025312182136663086,-0.029021119015269117,0.35094553851543425,0.3119959712014887
2022-12-31,2022-Q4,actual,6.410831677385809,-1.647790164643792,-0.4241304281122797,0.06373240090183281,0.03123953441763838,0.06373240090183281,0.34840296770222584,0.28348413863277816
2023-03-31,2023-Q1,actual,4.931348641757127,0.9699823032488508,-0.15167338881286813,0.19053255734524324,0.09483662581225882,0.19053255734524324,0.5199371842679616,0.5060368188804724
2023-06-30,2023-Q2,actual,3.0592533347792994,-0.42153669285304174,0.3471632840870377,0.18276332191312988,0.09177153549567407,0.18276332191312988,0.46051340492524223,0.4793367033923209
2023-09-30,2023-Q3,actual,3.6950823322234427,0.9056376726518378,0.023312399886633983,0.004458049617445966,-0.038246151802440176,0.004458049617445966,0.2980276014570622,0.3993637020019908
2023-12-31,2023-Q4,actual,3.322200208829762,-0.6555149112218661,0.6101841671624687,0.1023087808346656,0.11503876826044124,0.1023087808346656,0.20323491090837786,0.3655777554871936
2024-03-31,2024-Q1,actual,3.4690014354717524,-0.10942123668407078,1.1296424570856725,0.19933693365221966,0.15723920073657638,0.19933693365221966,0.15124722490229028,0.40159577949472974
2024-06-30,2024-Q2,actual,2.9700853998204435,0.7167479852436376,1.2342153159120854,0.038235116903619325,-0.018112481302364314,0.038235116903619325,0.07014189058761504,0.34835157922730353
2024-09-30,2024-Q3,actual,2.432541464144644,-0.6372671505248229,1.5449718666014558,0.06176213304327639,0.10641500358480083,0.06176213304327639,0.21499178736813,0.4159867862884648
2024-12-31,2024-Q4,actual,2.872366268806581,0.4379338644812547,1.6248193158330975,0.0553858910528313,0.020791971726155545,0.0553858910528313,0.25315701216818237,0.41381086170262305
2025-03-31,2025-Q1,actual,2.4055852640280317,0.4814415491529278,1.1961158578355804,-0.08568727662115978,-0.11022398655072385,-0.08568727662115978,0.17213919226740795,0.34846927699221
2025-06-30,2025-Q2,actual,2.6726833178446263,0.647763973235671,1.8323082200911909,0.109504570089897,0.07621359302331898,0.109504570089897,0.6018644078104205,0.8793089771736257
2025-12-31,2025-Q4,future,2.7832644671670104,0.1340393088319675,1.6055577944171104,0.07895788637528958,0.07895788637528958,0.07793811628888736,,
2026-03-31,2026-Q1,future,2.8551011506205293,0.16323384940499536,1.5104434118196106,0.07293319813915891,0.07293319813915891,0.07588984680975824,,
2026-06-30,2026-Q2,future,2.9200574703235227,0.1652952300432979,1.4257431719045108,0.07321566020126767,0.07321566020126767,0.07629758493737201,,
