date,quarter,status,infl_yoy,gdp_qoq,buffett_z,portfolio_ret,port_ret_actual,port_ret_target,sharpe_actual,sharpe_target
2020-09-30,2020-Q3,actual,1.3910228912373812,4.599861466383803,0.18320673049792102,,0.01748981824532092,,-0.21110911082043116,
2020-12-31,2020-Q4,actual,1.3204191315779434,2.411582269108603,0.907268896506553,,0.6255699628951301,,0.17452415400855406,
2021-03-31,2021-Q1,actual,2.623645747764214,-0.011201184474352033,1.1066112090580822,,0.1347234453871382,,0.23470904763146255,
2021-06-30,2021-Q2,actual,5.317418943207719,1.482184557131938,1.4292944500500449,,0.14445708125376688,,0.27517208578179214,
2021-09-30,2021-Q3,actual,5.363523425270289,-0.6551040007707121,1.2255349434600922,,-0.08496645989916951,,0.25212973193221533,
2021-12-31,2021-Q4,actual,7.159457345112474,2.221616134066684,1.522188229148066,,0.010837487112493882,,0.31694576426254895,
2022-03-31,2022-Q1,actual,8.540780148538584,1.4609446335187126,0.9833339855335793,,-0.0035652508587309395,,0.30673771970676417,
2022-06-30,2022-Q2,actual,8.999298141923106,0.14531542797926456,-0.30886847516398114,,-0.1625541001816304,,0.23665316580690288,
2022-09-30,2022-Q3,actual,8.205751582451759,0.6907055272002971,-0.6440807691816424,,0.005814755762456381,,0.23377054386099907,
2022-12-31,2022-Q4,actual,6.410831677385809,-1.647790164643792,-0.4241304281122797,,0.06067874296441311,,0.2545385123124446,
2023-03-31,2023-Q1,actual,4.931348641757127,0.9699823032488508,-0.15167338881286813,,0.05120322773776653,,0.4392501222309039,
2023-06-30,2023-Q2,actual,3.0592533347792994,-0.42153669285304174,0.3471632840870377,,0.0673309872458856,,0.38961959977691146,
2023-09-30,2023-Q3,actual,3.6950823322234427,0.9056376726518378,0.023312399886633983,,-0.03919320258757952,,0.36017485030499014,
2023-12-31,2023-Q4,actual,3.322200208829762,-0.6555149112218661,0.6101841671624687,,0.09273425767837695,,0.27099752406130284,
2024-03-31,2024-Q1,actual,3.4690014354717524,-0.10942123668407078,1.1296424570856725,,0.23068638960444443,,0.31486040433485013,
2024-06-30,2024-Q2,actual,2.9700853998204435,0.7167479852436376,1.2342153159120854,,0.013341308268124408,,0.21769143663946108,
2024-09-30,2024-Q3,actual,2.432541464144644,-0.6372671505248229,1.5449718666014558,,0.06187692732184691,,0.3700827221218192,
2024-12-31,2024-Q4,actual,2.872366268806581,0.4379338644812547,1.6248193158330975,,-0.0225989036801989,,0.3338457854606558,
2025-03-31,2025-Q1,actual,2.4055852640280317,0.4814415491529278,1.1961158578355804,,-0.08167448858872273,,0.24686396484392195,
2025-06-30,2025-Q2,actual,2.6726833178446263,0.647763973235671,1.8323082200911909,,0.8477859180418452,,0.45563052062842646,
2025-12-31,2025-Q4,future,2.7832644671670104,0.1340393088319675,1.6055577944171104,0.14925219942448537,0.14925219942448537,,,
2026-03-31,2026-Q1,future,2.8551011506205293,0.16323384940499536,1.5104434118196106,0.14206171432117756,0.14206171432117756,,,
2026-06-30,2026-Q2,future,2.9200574703235227,0.1652952300432979,1.4257431719045108,0.13847752683256415,0.13847752683256415,,,
