date,quarter,status,infl_yoy,gdp_qoq,buffett_z,portfolio_ret,port_ret_actual,port_ret_target,sharpe_actual,sharpe_target
2020-09-30,2020-Q3,actual,1.3910228912373812,4.599861466383803,0.18320673049792102,,0.06540480449584907,,0.051997070462930985,
2020-12-31,2020-Q4,actual,1.3204191315779434,2.411582269108603,0.907268896506553,,0.4343335649606963,,0.2847976913700694,
2021-03-31,2021-Q1,actual,2.623645747764214,-0.011201184474352033,1.1066112090580822,,0.34389338063753505,,0.40500768996255615,
2021-06-30,2021-Q2,actual,5.317418943207719,1.482184557131938,1.4292944500500449,,0.09735425093996652,,0.41917530123126506,
2021-09-30,2021-Q3,actual,5.363523425270289,-0.6551040007707121,1.2255349434600922,,-0.09886863520678324,,0.3581194431402207,
2021-12-31,2021-Q4,actual,7.159457345112474,2.221616134066684,1.522188229148066,,-0.03079777226185787,,0.4355424329861066,
2022-03-31,2022-Q1,actual,8.540780148538584,1.4609446335187126,0.9833339855335793,,-0.004722607390708289,,0.40510020859952334,
2022-06-30,2022-Q2,actual,8.999298141923106,0.14531542797926456,-0.30886847516398114,,-0.22180313128166906,,0.27585888920860807,
2022-09-30,2022-Q3,actual,8.205751582451759,0.6907055272002971,-0.6440807691816424,,0.0017425318493800024,,0.28190203967328387,
2022-12-31,2022-Q4,actual,6.410831677385809,-1.647790164643792,-0.4241304281122797,,0.023521476865371094,,0.2795477951600318,
2023-03-31,2023-Q1,actual,4.931348641757127,0.9699823032488508,-0.15167338881286813,,0.06533951512936609,,0.43707133646893503,
2023-06-30,2023-Q2,actual,3.0592533347792994,-0.42153669285304174,0.3471632840870377,,0.0999221882384127,,0.3808705252919096,
2023-09-30,2023-Q3,actual,3.6950823322234427,0.9056376726518378,0.023312399886633983,,0.009253956382885509,,0.35186270245733586,
2023-12-31,2023-Q4,actual,3.322200208829762,-0.6555149112218661,0.6101841671624687,,0.09778528093521066,,0.2470170689809061,
2024-03-31,2024-Q1,actual,3.4690014354717524,-0.10942123668407078,1.1296424570856725,,0.1795035104926217,,0.18026548114831345,
2024-06-30,2024-Q2,actual,2.9700853998204435,0.7167479852436376,1.2342153159120854,,-0.008992811800658695,,0.09496973769623226,
2024-09-30,2024-Q3,actual,2.432541464144644,-0.6372671505248229,1.5449718666014558,,0.10188587129825488,,0.27315777713147865,
2024-12-31,2024-Q4,actual,2.872366268806581,0.4379338644812547,1.6248193158330975,,0.024269695676184755,,0.32652034622528103,
2025-03-31,2025-Q1,actual,2.4055852640280317,0.4814415491529278,1.1961158578355804,,-0.10213714285908893,,0.22405969498197245,
2025-06-30,2025-Q2,actual,2.6726833178446263,0.647763973235671,1.8323082200911909,,0.24069036132053134,,0.6999085355661542,
2025-12-31,2025-Q4,future,2.7832644671670104,0.1340393088319675,1.6055577944171104,0.12261368078335388,0.12261368078335388,,,
2026-03-31,2026-Q1,future,2.8551011506205293,0.16323384940499536,1.5104434118196106,0.11405722053380167,0.11405722053380167,,,
2026-06-30,2026-Q2,future,2.9200574703235227,0.1652952300432979,1.4257431719045108,0.1135723281280672,0.1135723281280672,,,
