symbol,action,add_shares,price_run,rationale,prev_shares,target_shares,mu_mean_q,mu_sd_q,run_name,run_ts,target_value_usd,target_weight
CVNA,Keep,0,369.29,"PE_ttm 60.0 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.9% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 21.02%; RSI14: 65.2; MACD hist: 1.901; mean=0.20, 30d imbalance=0.00 (pos=0, neg=0); implied=6.81%, rating balance=0.55 (SB=6,B=7,H=8,S=1,SS=0); regime=Mixed, beta_1y=2.08 -> score=-0.43",0,0,0.01659644644304481,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
CVS,Keep,0,75.77,"PE_ttm 11.9 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 11.17%; RSI14: 54.1; MACD hist: -0.120; mean=0.25, 30d imbalance=0.00 (pos=0, neg=0); implied=9.81%, rating balance=0.81 (SB=7,B=14,H=5,S=0,SS=0); regime=Mixed, beta_1y=0.34 -> score=0.26",35,35,0.023670386626208684,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,2651.95,0.027111614959555188
CWAN,Keep,0,18.09,"PE_ttm 46.4 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.3% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -16.91%; RSI14: 28.8; MACD hist: -0.155; Empty news feed; implied=64.51%, rating balance=1.00 (SB=5,B=7,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.08 -> score=-0.03",0,0,0.13253029386079773,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
CWT,New,21,45.67,"PE_ttm 19.8 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: -2.64%; RSI14: 43.9; MACD hist: -0.121; mean=0.30, 30d imbalance=0.00 (pos=0, neg=0); implied=22.25%, rating balance=1.00 (SB=0,B=5,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.05 -> score=0.38",0,21,0.05150001342308541,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,959.07,0.009804836651995927
DAR,Keep,0,32.11,"PE_ttm 39.5 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -19.16%; RSI14: 41.1; MACD hist: -0.001; mean=0.23, 30d imbalance=0.00 (pos=0, neg=0); implied=47.89%, rating balance=0.83 (SB=3,B=7,H=2,S=0,SS=0); regime=Mixed, beta_1y=0.84 -> score=0.07",0,0,0.10276187707292617,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
DAVA,Keep,0,8.89,"PE_ttm 9.4 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -38.01%; RSI14: 14.2; MACD hist: -0.137; mean=0.11, 30d imbalance=0.00 (pos=0, neg=0); implied=92.02%, rating balance=0.55 (SB=1,B=5,H=5,S=0,SS=0); regime=Mixed, beta_1y=1.45 -> score=-0.18",0,0,0.17716588329684124,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
DBRG,Keep,0,11.8,"PE_ttm 60.0 vs med 16.5; ROA -0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 19.15%; RSI14: 68.2; MACD hist: 0.055; mean=0.20, 30d imbalance=0.00 (pos=0, neg=0); implied=33.93%, rating balance=0.89 (SB=3,B=5,H=1,S=0,SS=0); regime=Mixed, beta_1y=1.61 -> score=-0.24",0,0,0.07576722608363995,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
DDI,New,107,9.32,"PE_ttm 4.4 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -1.57%; RSI14: 30.8; MACD hist: -0.000; mean=0.28, 30d imbalance=0.00 (pos=0, neg=0); implied=104.79%, rating balance=1.00 (SB=0,B=4,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.46 -> score=0.22",0,107,0.19626038239382493,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,997.24,0.010195059070595909
DDL,Keep,0,2.03,"PE_ttm 3.0 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.4% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -4.17%; RSI14: 46.8; MACD hist: -0.009; mean=0.14, 30d imbalance=0.00 (pos=0, neg=0); implied=29.18%, rating balance=0.50 (SB=0,B=3,H=0,S=0,SS=1); regime=Mixed, beta_1y=0.81 -> score=0.07",0,0,0.06609956063504185,0.14124129079574627,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
DDOG,Keep,0,139.07,"PE_ttm 60.0 vs med 16.5; ROA -0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: 5.75%; RSI14: 56.7; MACD hist: 0.277; mean=0.22, 30d imbalance=0.00 (pos=0, neg=0); implied=16.57%, rating balance=0.82 (SB=8,B=29,H=6,S=1,SS=0); regime=Mixed, beta_1y=1.26 -> score=-0.10",0,0,0.03908323507353284,0.15,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
DHR,Keep,0,184.84,"PE_ttm 25.3 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -3.55%; RSI14: 30.6; MACD hist: -0.595; mean=0.26, 30d imbalance=0.00 (pos=0, neg=0); implied=27.81%, rating balance=0.92 (SB=4,B=18,H=2,S=0,SS=0); regime=Mixed, beta_1y=0.92 -> score=0.03",0,0,0.0632675989238185,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
DOX,Keep,0,81.63,"PE_ttm 12.3 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -8.64%; RSI14: 51.2; MACD hist: 0.010; mean=0.21, 30d imbalance=0.00 (pos=0, neg=0); implied=22.90%, rating balance=1.00 (SB=1,B=6,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.59 -> score=0.16",24,24,0.052907161409817105,0.059534554157293425,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,1959.12,0.020028623126214205
DUOL,Keep,0,326.39,"PE_ttm 60.0 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -26.83%; RSI14: 58.3; MACD hist: 4.047; mean=0.21, 30d imbalance=0.00 (pos=0, neg=0); implied=47.25%, rating balance=0.70 (SB=7,B=9,H=7,S=0,SS=0); regime=Mixed, beta_1y=1.45 -> score=-0.18",0,0,0.1015664273852026,0.15,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
DVN,Keep,0,36.99,"PE_ttm 7.8 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 4.23%; RSI14: 35.6; MACD hist: -0.201; mean=0.27, 30d imbalance=0.00 (pos=0, neg=0); implied=35.29%, rating balance=0.70 (SB=6,B=15,H=9,S=0,SS=0); regime=Mixed, beta_1y=1.21 -> score=-0.08",0,0,0.07849200196378958,0.15,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
DXCM,Keep,0,67.1,"PE_ttm 42.6 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -20.62%; RSI14: 40.4; MACD hist: -0.692; mean=0.23, 30d imbalance=0.00 (pos=0, neg=0); implied=46.86%, rating balance=0.85 (SB=3,B=20,H=4,S=0,SS=0); regime=Mixed, beta_1y=1.03 -> score=-0.01",0,0,0.10083782405423847,0.15,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
EEFT,Keep,0,89.45,"PE_ttm 10.1 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.3% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -12.54%; RSI14: 37.9; MACD hist: 0.043; mean=0.25, 30d imbalance=0.00 (pos=0, neg=0); implied=43.19%, rating balance=0.78 (SB=1,B=6,H=2,S=0,SS=0); regime=Mixed, beta_1y=1.09 -> score=-0.04",0,0,0.0938988990601104,0.03656554475703703,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
EFX,Keep,0,254.27,"PE_ttm 34.3 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: -1.85%; RSI14: 70.3; MACD hist: 1.052; mean=0.22, 30d imbalance=0.00 (pos=0, neg=0); implied=9.35%, rating balance=0.65 (SB=5,B=10,H=8,S=0,SS=0); regime=Mixed, beta_1y=1.06 -> score=-0.02",0,0,0.022600436679601543,0.04648132502461174,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
ENOV,Keep,0,29.99,"PE_ttm 9.8 vs med 16.5; ROA 0.0% vs med 0.0%; ROE -0.3% vs med 0.1%; Revenue TTM positive; Trend: neutral; 3M momentum: 1.22%; RSI14: 58.2; MACD hist: 0.056; mean=0.30, 30d imbalance=0.00 (pos=0, neg=0); implied=53.54%, rating balance=0.91 (SB=2,B=8,H=1,S=0,SS=0); regime=Mixed, beta_1y=1.34 -> score=-0.14",0,0,0.1131532759395637,0.07457241950365597,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
ERIE,Keep,0,315.99,"PE_ttm 26.8 vs med 16.5; ROA 0.2% vs med 0.0%; ROE 0.3% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -9.22%; RSI14: 35.6; MACD hist: -1.414; mean=0.25, 30d imbalance=0.00 (pos=0, neg=0); implied=-64.18%, rating balance=0.00 (SB=0,B=0,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.50 -> score=0.20",0,0,-0.22636153351877786,0.046368837549736086,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
EVH,Keep,0,8.95,"ROA -0.0% vs med 0.0%; ROE -0.1% vs med 0.1%; Revenue TTM positive; Trend: bearish; 3M momentum: -19.11%; RSI14: 33.7; MACD hist: -0.087; mean=0.21, 30d imbalance=0.00 (pos=0, neg=0); implied=79.98%, rating balance=0.93 (SB=4,B=9,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.60 -> score=0.16",0,0,0.1582547273794066,0.15,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
FANG,Keep,0,148.25,"PE_ttm 9.8 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -0.37%; RSI14: 32.1; MACD hist: -0.023; mean=0.23, 30d imbalance=0.00 (pos=0, neg=0); implied=30.20%, rating balance=0.90 (SB=8,B=19,H=3,S=0,SS=0); regime=Mixed, beta_1y=1.14 -> score=-0.05",0,0,0.06820535858592769,0.1216503842276263,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
FINV,Keep,0,7.55,"PE_ttm 3.0 vs med 16.5; ROA 0.2% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: -21.73%; RSI14: 37.6; MACD hist: 0.019; mean=0.19, 30d imbalance=0.00 (pos=0, neg=0); implied=48.76%, rating balance=1.00 (SB=0,B=8,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.48 -> score=0.21",0,0,0.10439026591634404,0.12420683656752862,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
FLOC,Keep,0,16.01,"PE_ttm 28.0 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; Revenue TTM positive; Insufficient technical history (<220 days); mean=0.15, 30d imbalance=0.00 (pos=0, neg=0); implied=120.77%, rating balance=1.00 (SB=3,B=5,H=0,S=0,SS=0); No beta data",0,0,0.21894855648878608,0.1135085558610051,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
FSLR,Keep,0,220.02,"PE_ttm 18.8 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 44.99%; RSI14: 81.3; MACD hist: 0.746; mean=0.21, 30d imbalance=0.00 (pos=0, neg=0); implied=1.06%, rating balance=0.82 (SB=8,B=21,H=4,S=1,SS=0); regime=Mixed, beta_1y=0.90 -> score=0.04",0,0,0.00264686312843021,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
GDEV,Keep,0,26.0,"PE_ttm 13.5 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: 96.69%; RSI14: 86.3; MACD hist: 1.288; mean=0.23, 30d imbalance=0.00 (pos=0, neg=0); implied=122.15%, rating balance=0.50 (SB=0,B=1,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.33 -> score=0.27",0,0,0.2208502858144732,0.15,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
GDYN,New,125,7.99,"PE_ttm 18.9 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -31.39%; RSI14: 52.0; MACD hist: 0.082; mean=0.20, 30d imbalance=0.00 (pos=0, neg=0); implied=62.76%, rating balance=1.00 (SB=2,B=3,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.30 -> score=-0.12",0,125,0.1295052899582403,0.0254343526548,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,998.75,0.010210496216314691
GOOGL,Keep,0,246.54,"PE_ttm 26.9 vs med 16.5; ROA 0.2% vs med 0.0%; ROE 0.3% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 51.42%; RSI14: 89.2; MACD hist: 0.989; Empty news feed; implied=-6.22%, rating balance=0.83 (SB=13,B=41,H=11,S=0,SS=0); regime=Mixed, beta_1y=1.01 -> score=-0.00",0,0,-0.015929190513870983,0.1425868765246579,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
GPCR,New,40,25.0,"ROA -0.2% vs med 0.0%; ROE -0.2% vs med 0.1%; Trend: neutral; 3M momentum: 9.25%; RSI14: 71.9; MACD hist: 0.354; mean=0.15, 30d imbalance=0.00 (pos=0, neg=0); implied=199.43%, rating balance=1.00 (SB=5,B=8,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.84 -> score=0.06",0,40,0.25,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,1000.0,0.010223275310452758
HAL,Keep,0,25.11,"PE_ttm 8.8 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: 8.81%; RSI14: 49.3; MACD hist: 0.023; mean=0.15, 30d imbalance=0.00 (pos=0, neg=0); implied=17.87%, rating balance=0.65 (SB=5,B=12,H=9,S=0,SS=0); regime=Mixed, beta_1y=1.20 -> score=-0.08",0,0,0.04195547915592335,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
HBM,Keep,0,14.16,"PE_ttm 19.2 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 45.45%; RSI14: 79.5; MACD hist: 0.026; mean=0.27, 30d imbalance=0.00 (pos=0, neg=0); implied=-0.84%, rating balance=1.00 (SB=7,B=9,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.38 -> score=-0.15",0,0,-0.002117908110534139,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
HLF,Keep,0,8.87,"PE_ttm 4.3 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 8.58%; RSI14: 33.5; MACD hist: -0.066; mean=0.22, 30d imbalance=0.00 (pos=0, neg=0); implied=2.41%, rating balance=0.00 (SB=0,B=1,H=2,S=0,SS=1); regime=Mixed, beta_1y=0.73 -> score=0.11",0,0,0.005983405381485785,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
HQY,Keep,0,96.53,"PE_ttm 27.3 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -7.88%; RSI14: 62.1; MACD hist: 0.512; mean=0.32, 30d imbalance=0.00 (pos=0, neg=0); implied=27.50%, rating balance=0.93 (SB=4,B=9,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.98 -> score=0.01",0,0,0.06261512529268276,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
HRTG,New,40,24.86,"PE_ttm 7.8 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.3% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 19.45%; RSI14: 65.3; MACD hist: 0.375; mean=0.31, 30d imbalance=0.00 (pos=0, neg=0); implied=16.02%, rating balance=0.67 (SB=1,B=1,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.48 -> score=0.21",0,40,0.03785141068001252,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,994.4,0.010166024968714223
HTO,Keep,0,48.41,"PE_ttm 15.5 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -8.30%; RSI14: 46.3; MACD hist: -0.110; mean=0.23, 30d imbalance=0.00 (pos=0, neg=0); implied=25.75%, rating balance=0.75 (SB=0,B=3,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.05 -> score=0.38",0,0,0.0589480137585463,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
IDYA,Increase,37,26.83,"ROA -0.2% vs med 0.0%; ROE -0.4% vs med 0.1%; Revenue TTM positive; Trend: bullish; 3M momentum: 19.01%; RSI14: 52.1; MACD hist: 0.037; mean=0.16, 30d imbalance=0.00 (pos=0, neg=0); implied=81.56%, rating balance=0.88 (SB=2,B=12,H=2,S=0,SS=0); regime=Mixed, beta_1y=1.04 -> score=-0.02",41,78,0.16079153241967248,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,2092.74,0.021394657173196902
IMCR,New,29,34.02,"ROA -0.0% vs med 0.0%; ROE -0.1% vs med 0.1%; Revenue TTM positive; Trend: bullish; 3M momentum: 3.87%; RSI14: 54.7; MACD hist: -0.303; mean=0.13, 30d imbalance=0.00 (pos=0, neg=0); implied=87.07%, rating balance=0.71 (SB=4,B=9,H=3,S=1,SS=0); regime=Mixed, beta_1y=0.71 -> score=0.12",0,29,0.1694985394342563,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,986.58,0.010086078955786481
IMVT,New,61,16.23,"ROA -0.5% vs med 0.0%; ROE -0.8% vs med 0.1%; Trend: bearish; 3M momentum: -2.56%; RSI14: 53.2; MACD hist: -0.070; mean=0.15, 30d imbalance=0.00 (pos=0, neg=0); implied=157.92%, rating balance=0.75 (SB=3,B=9,H=4,S=0,SS=0); regime=Mixed, beta_1y=1.13 -> score=-0.05",0,61,0.25,0.04298524356348744,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,990.03,0.010121349255607544
IMXI,Keep,0,14.21,"PE_ttm 7.1 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.4% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: 40.43%; RSI14: 45.1; MACD hist: -0.159; mean=0.23, 30d imbalance=0.00 (pos=0, neg=0); implied=10.73%, rating balance=0.00 (SB=0,B=0,H=7,S=0,SS=0); regime=Mixed, beta_1y=0.69 -> score=0.12",0,0,0.025800801096057313,0.15,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
INSW,Keep,0,47.22,"PE_ttm 11.0 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 26.14%; RSI14: 60.0; MACD hist: -0.096; mean=0.20, 30d imbalance=0.00 (pos=0, neg=0); implied=15.47%, rating balance=1.00 (SB=1,B=5,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.60 -> score=0.16",22,22,0.036605779575216824,0.10995762101917601,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,1038.84,0.010620347323510741
ITGR,Keep,0,101.5,"PE_ttm 18.1 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -13.92%; RSI14: 40.9; MACD hist: 0.066; mean=0.29, 30d imbalance=0.00 (pos=0, neg=0); implied=35.91%, rating balance=0.90 (SB=2,B=7,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.85 -> score=0.06",0,0,0.07971599380702399,0.11914417140548418,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
JANX,Keep,0,23.23,"ROA -0.1% vs med 0.0%; ROE -0.1% vs med 0.1%; Revenue TTM positive; Trend: bearish; 3M momentum: 0.69%; RSI14: 54.0; MACD hist: -0.001; mean=0.19, 30d imbalance=0.00 (pos=0, neg=0); implied=234.28%, rating balance=1.00 (SB=3,B=11,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.16 -> score=-0.06",0,0,0.25,0.08253968253968252,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
KELYA,Keep,0,13.14,"PE_ttm 7.0 vs med 16.5; ROA 0.0% vs med 0.0%; ROE -0.0% vs med 0.1%; Revenue TTM positive; Trend: bullish; 3M momentum: 19.91%; RSI14: 45.8; MACD hist: -0.018; mean=0.26, 30d imbalance=0.00 (pos=0, neg=0); implied=89.37%, rating balance=0.67 (SB=1,B=1,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.72 -> score=0.11",0,0,0.17307479273423287,0.12843302380006777,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
KINS,New,67,14.91,"PE_ttm 7.3 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.4% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -9.45%; RSI14: 55.5; MACD hist: 0.090; Empty news feed; implied=58.39%, rating balance=0.00 (SB=0,B=0,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.99 -> score=0.00",0,67,0.12183790183780019,0.02479518657203746,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,998.97,0.010212745336882992
KNF,New,13,73.58,"PE_ttm 28.1 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -10.69%; RSI14: 38.5; MACD hist: -0.354; mean=0.27, 30d imbalance=0.00 (pos=0, neg=0); implied=46.32%, rating balance=0.89 (SB=1,B=7,H=1,S=0,SS=0); regime=Mixed, beta_1y=1.46 -> score=-0.18",0,13,0.09983371491970128,0.02,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,956.54,0.00977897176546048
KOP,Keep,0,28.41,"PE_ttm 6.7 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: -10.56%; RSI14: 55.4; MACD hist: 0.175; mean=0.17, 30d imbalance=0.00 (pos=0, neg=0); implied=81.72%, rating balance=1.00 (SB=1,B=1,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.07 -> score=-0.03",0,0,0.16105539386686463,0.14580210595122028,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
KRO,Keep,0,5.73,"PE_ttm 60.0 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: -4.13%; RSI14: 45.5; MACD hist: -0.032; mean=0.08, 30d imbalance=0.00 (pos=0, neg=0); implied=32.67%, rating balance=0.00 (SB=0,B=1,H=0,S=0,SS=1); regime=Mixed, beta_1y=1.19 -> score=-0.07",0,0,0.07323090127046439,0.05306444931039459,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
LFST,Keep,0,5.42,"PE_ttm 60.0 vs med 16.5; ROA 0.0% vs med 0.0%; ROE -0.0% vs med 0.1%; Revenue TTM positive; Trend: neutral; 3M momentum: 5.91%; RSI14: 43.5; MACD hist: -0.041; mean=0.22, 30d imbalance=0.00 (pos=0, neg=0); implied=56.69%, rating balance=0.88 (SB=1,B=6,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.80 -> score=0.08",0,0,0.1188228429007272,0.14964379272889916,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
LKQ,Keep,0,30.3,"PE_ttm 9.1 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -19.47%; RSI14: 32.3; MACD hist: -0.138; mean=0.20, 30d imbalance=0.00 (pos=0, neg=0); implied=43.21%, rating balance=0.86 (SB=3,B=3,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.54 -> score=0.19",0,0,0.09393156906991451,0.027346753395387266,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
LNTH,Keep,0,50.61,"PE_ttm 7.8 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -38.10%; RSI14: 34.6; MACD hist: 0.130; mean=0.13, 30d imbalance=0.00 (pos=0, neg=0); implied=72.90%, rating balance=0.85 (SB=2,B=9,H=2,S=0,SS=0); regime=Mixed, beta_1y=0.35 -> score=0.26",0,0,0.14669656147401744,0.12126335997484715,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
LVO,Keep,0,4.82,"ROA -0.1% vs med 0.0%; ROE -67.9% vs med 0.1%; Revenue TTM positive; Trend: bearish; 3M momentum: -31.44%; RSI14: 50.2; MACD hist: 0.007; mean=0.20, 30d imbalance=0.00 (pos=0, neg=0); implied=246.26%, rating balance=1.00 (SB=0,B=3,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.27 -> score=-0.11",0,0,0.25,0.15,RunManual-KNN-20250927-2043UTC,20250927-2043UTC,0.0,0.0
